,date,temp,weather,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
36,02-06-2021,18ʡC,Scattered clouds,Algeria,2021-02-07 05:23:00,108629,2909,74330.0,31390.0,247.7227280546097,2.677922101832844
37,02-07-2021,14ʡC,Overcast,Algeria,2021-02-08 05:22:39,109088,2914,74692.0,31482.0,248.76945344264672,2.6712378996773247
38,02-08-2021,16ʡC,Partly sunny,Algeria,2021-02-09 05:23:30,109313,2918,74871.0,31524.0,249.282554123057,2.6693988821091725
39,02-09-2021,17ʡC,Partly sunny,Algeria,2021-02-10 05:22:41,109559,2924,75057.0,31578.0,249.8435442003056,2.6688816071705657
40,02-10-2021,19ʡC,Overcast,Algeria,2021-02-11 05:23:55,109782,2926,75243.0,31613.0,250.35208398577885,2.665282104534441
41,02-11-2021,17ʡC,Scattered clouds,Algeria,2021-02-12 05:23:29,110049,2930,75436.0,31683.0,250.9609634598657,2.6624503630201093
42,02-12-2021,17ʡC,Passing clouds,Algeria,2021-02-13 05:22:12,110303,2932,75628.0,31743.0,251.54019711686217,2.6581325983880766
43,02-13-2021,18ʡC,Scattered clouds,Algeria,2021-02-14 05:23:43,110513,2935,75816.0,31762.0,252.01909108524512,2.6557961506791057
44,02-14-2021,14ʡC,Overcast,Algeria,2021-02-15 05:24:49,110711,2939,75999.0,31773.0,252.47061968400607,2.654659428602397
45,02-15-2021,12ʡC,Scattered clouds,Algeria,2021-02-16 05:24:38,110894,2943,76168.0,31783.0,252.88794157073983,2.653885692643425
46,02-16-2021,14ʡC,Passing clouds,Algeria,2021-02-17 05:23:10,111069,2945,76330.0,31794.0,253.2870198777256,2.651504920364818
47,02-17-2021,18ʡC,Passing clouds,Algeria,2021-02-18 05:22:58,111247,2947,76489.0,31811.0,253.6929395271169,2.649060199376163
48,02-18-2021,20ʡC,Scattered clouds,Algeria,2021-02-19 05:24:16,111418,2950,76640.0,31828.0,254.08289604422865,2.64768708826222
49,02-19-2021,15ʡC,Partly sunny,Algeria,2021-02-20 05:22:51,111600,2954,76797.0,31849.0,254.49793748349384,2.6469534050179213
50,02-20-2021,19ʡC,Sunny,Algeria,2021-02-21 05:24:33,111764,2958,76940.0,31866.0,254.87193086832627,2.646648294620808
51,02-21-2021,23ʡC,Partly sunny,Algeria,2021-02-22 05:24:21,111917,2961,77076.0,31880.0,255.2208393310052,2.6457106605788216
52,02-22-2021,12ʡC,Overcast,Algeria,2021-02-23 05:23:41,112094,2964,77225.0,31905.0,255.624478532928,2.644209324317091
53,02-23-2021,12ʡC,Overcast,Algeria,2021-02-24 05:29:16,112279,2967,77382.0,31930.0,256.0463613145986,2.642524425760828
54,02-24-2021,15ʡC,Passing clouds,Algeria,2021-02-25 05:24:57,112461,2970,77537.0,31954.0,256.4614027538638,2.640915517379358
55,02-25-2021,14ʡC,Fog,Algeria,2021-02-26 05:22:40,112622,2973,77683.0,31966.0,256.8285547962907,2.639803945943066
56,02-26-2021,14ʡC,Passing clouds,Algeria,2021-02-27 05:22:28,112805,2977,77842.0,31986.0,257.2458766830244,2.639067417224414
57,02-27-2021,14ʡC,Partly sunny,Algeria,2021-02-28 05:22:20,112960,2979,77976.0,32005.0,257.5993460406404,2.63721671388102
58,02-28-2021,15ʡC,Sunny,Algeria,2021-03-01 05:23:01,113092,2983,78098.0,32011.0,257.900365106481,2.637675520814912
59,03-01-2021,16ʡC,Overcast,Algeria,2021-03-02 05:23:30,113255,2987,78234.0,32034.0,258.2720780438449,2.6374111518255265
60,03-02-2021,17ʡC,Overcast,Algeria,2021-03-03 05:23:28,113430,2991,78377.0,32062.0,258.6711563508307,2.63686855329278
61,03-03-2021,16ʡC,Overcast,Algeria,2021-03-04 05:24:24,113593,2996,78524.0,32073.0,259.0428692881946,2.637486464834981
62,03-04-2021,15ʡC,Overcast,Algeria,2021-03-05 05:26:29,113761,3002,78672.0,32087.0,259.42598446290094,2.638865692108895
63,03-05-2021,15ʡC,Fog,Algeria,2021-03-06 04:23:41,113948,3007,78824.0,32117.0,259.85242813950856,2.638923017516762
64,03-06-2021,15ʡC,Partly sunny,Algeria,2021-03-07 05:21:54,114104,3010,78946.0,32148.0,260.208177944593,2.6379443314870645
65,03-07-2021,16ʡC,Partly sunny,Algeria,2021-03-08 05:24:48,114234,3013,79064.0,32157.0,260.50463611549674,2.637568499746135
66,03-08-2021,18ʡC,Scattered clouds,Algeria,2021-03-09 05:28:19,114382,3018,79187.0,32177.0,260.84214234083333,2.6385270409679844
67,03-09-2021,14ʡC,Overcast,Algeria,2021-03-10 05:24:35,114543,3022,79319.0,32202.0,261.20929438326016,2.6383105034790426
68,03-10-2021,15ʡC,Passing clouds,Algeria,2021-03-11 05:25:48,114681,3026,79428.0,32227.0,261.5239961339118,2.638623660414541
69,03-11-2021,16ʡC,Sunny,Algeria,2021-03-12 05:26:50,114851,3028,79556.0,32267.0,261.9116722035551,2.6364594126302774
70,03-12-2021,20ʡC,Sunny,Algeria,2021-03-13 05:25:15,115008,3031,79672.0,32305.0,262.2697024561081,2.635468836950473
71,03-13-2021,16ʡC,Scattered clouds,Algeria,2021-03-14 05:25:37,115143,3034,79783.0,32326.0,262.5775628643541,2.634984323840789
72,03-14-2021,17ʡC,Partly sunny,Algeria,2021-03-15 05:25:51,115265,3036,79887.0,32342.0,262.85577745551,2.6339305079599185
73,03-15-2021,15ʡC,Scattered clouds,Algeria,2021-03-16 05:25:13,115410,3040,79994.0,32376.0,263.18644233844105,2.634087167489819
74,03-16-2021,15ʡC,Passing clouds,Algeria,2021-03-17 05:25:07,115540,3045,80103.0,32392.0,263.4829005093448,2.635450926086204
75,03-17-2021,15ʡC,Passing clouds,Algeria,2021-03-18 05:26:22,115688,3048,80219.0,32421.0,263.82040673468134,2.6346725675956018
76,03-18-2021,14ʡC,Passing clouds,Algeria,2021-03-19 05:26:09,115842,3051,80347.0,32444.0,264.1715956448288,2.633759776246957
77,03-19-2021,12ʡC,Overcast,Algeria,2021-03-20 05:25:46,115970,3053,80455.0,32462.0,264.46349292079555,2.6325773907044927
78,03-20-2021,10ʡC,Partly sunny,Algeria,2021-03-21 05:25:44,116066,3055,80566.0,32445.0,264.6824158777705,2.632123102372788
79,03-21-2021,12ʡC,Partly sunny,Algeria,2021-03-22 05:25:43,116157,3057,80659.0,32441.0,264.8899365974032,2.631782845631344
80,03-22-2021,12ʡC,Overcast,Algeria,2021-03-23 05:26:18,116255,3061,80887.0,32307.0,265.1134204493152,2.6330050320416327
81,03-23-2021,15ʡC,Passing clouds,Algeria,2021-03-24 05:25:40,116349,3066,80981.0,32302.0,265.3277825113533,2.635175205631333
82,03-24-2021,16ʡC,Sunny,Algeria,2021-03-25 05:27:00,116438,3069,81065.0,32304.0,265.5307423360489,2.635737474020509
83,03-25-2021,16ʡC,Sunny,Algeria,2021-03-26 05:26:55,116543,3071,81065.0,32407.0,265.7701893202403,2.635078897917507
84,03-26-2021,17ʡC,Passing clouds,Algeria,2021-03-27 05:25:04,116657,3074,81160.0,32423.0,266.03016033164823,2.6350754776824363
85,03-27-2021,18ʡC,Passing clouds,Algeria,2021-03-28 05:28:10,116750,3077,81242.0,32431.0,266.2422419462178,2.635546038543897
86,03-28-2021,20ʡC,Scattered clouds,Algeria,2021-03-29 04:28:35,116836,3080,81316.0,32440.0,266.438360428508,2.6361737820534765
87,03-29-2021,19ʡC,Passing clouds,Algeria,2021-03-30 04:26:23,116946,3084,81349.0,32513.0,266.68920965004185,2.6371145656969883
88,03-30-2021,17ʡC,Overcast,Algeria,2021-03-31 04:26:25,117061,3089,81442.0,32530.0,266.9514611089182,2.638795158079976
89,03-31-2021,17ʡC,Passing clouds,Algeria,2021-04-01 04:27:05,117192,3093,81538.0,32561.0,267.2501997272904,2.639258652467745
90,04-01-2021,19ʡC,Scattered clouds,Algeria,2021-04-02 04:20:36,117304,3096,81632.0,32576.0,267.5056098437613,2.6392961876832843
91,04-02-2021,19ʡC,Partly sunny,Algeria,2021-04-03 04:20:44,117429,3099,81729.0,32601.0,267.79066577732254,2.639041463352324
92,04-03-2021,19ʡC,Passing clouds,Algeria,2021-04-04 04:20:49,117524,3102,81813.0,32609.0,268.0073082868292,2.639460876076376
93,04-04-2021,15ʡC,Rain Overcast,Algeria,2021-04-05 04:20:35,117622,3105,81896.0,32621.0,268.23079213874115,2.639812280015643
94,04-05-2021,17ʡC,Partly sunny,Algeria,2021-04-06 04:20:32,117739,3108,81994.0,32637.0,268.4976044925545,2.6397370454989426
95,04-06-2021,20ʡC,Sunny,Algeria,2021-04-07 04:20:53,117879,3112,82096.0,32671.0,268.8168671381431,2.639995249365876
96,04-07-2021,17ʡC,Overcast,Algeria,2021-04-08 04:21:13,118004,3116,82192.0,32696.0,269.1019230717044,2.6405884546286567
97,04-08-2021,14ʡC,Scattered clouds,Algeria,2021-04-09 04:21:13,118116,3119,82289.0,32708.0,269.35733318817523,2.6406244708591555
98,04-09-2021,17ʡC,Overcast,Algeria,2021-04-10 04:20:59,118251,3123,82392.0,32736.0,269.66519359642143,2.6409924651799983
99,04-10-2021,22ʡC,Overcast,Algeria,2021-04-11 04:20:56,118378,3126,82493.0,32759.0,269.95481042491963,2.640693372079272
100,04-11-2021,19ʡC,Overcast,Algeria,2021-04-12 04:21:00,118516,3130,82600.0,32786.0,270.26951217557126,2.6409936211144487
101,04-12-2021,17ʡC,Overcast,Algeria,2021-04-13 04:20:37,118645,3134,82704.0,32807.0,270.56368989900653,2.641493531122256
102,04-13-2021,16ʡC,Scattered clouds,Algeria,2021-04-14 04:20:41,118799,3137,82813.0,32849.0,270.914878809154,2.640594617799813
103,04-14-2021,16ʡC,Overcast,Algeria,2021-04-15 04:20:54,118975,3141,82929.0,32905.0,271.31623756360824,2.640050430762765
104,04-15-2021,15ʡC,Overcast,Algeria,2021-04-16 04:20:46,119142,3144,83048.0,32950.0,271.6970722908461,2.6388679055245
105,04-16-2021,13ʡC,Light rain Overcast,Algeria,2021-04-17 04:20:40,119323,3148,83169.0,33006.0,272.1098332826428,2.6382172757976248
106,04-17-2021,11ʡC,Overcast,Algeria,2021-04-18 04:20:41,119486,3152,83286.0,33048.0,272.4815462200067,2.637965954170363
107,04-18-2021,13ʡC,Scattered clouds,Algeria,2021-04-19 04:20:57,119642,3155,83397.0,33090.0,272.8372960250911,2.637033817555708
108,04-19-2021,18ʡC,Sunny,Algeria,2021-04-20 04:20:41,119805,3160,83514.0,33131.0,273.20900896245496,2.6376194649639
109,04-20-2021,18ʡC,Passing clouds,Algeria,2021-04-21 04:21:14,119992,3165,83636.0,33191.0,273.63545263906263,2.637675845056337
110,04-21-2021,18ʡC,Partly sunny,Algeria,2021-04-22 04:20:53,120174,3172,83765.0,33237.0,274.0504940783278,2.639506049561469
111,04-22-2021,17ʡC,Partly sunny,Algeria,2021-04-23 04:20:52,120363,3181,83900.0,33282.0,274.4814986498725,2.642838746126301
112,04-23-2021,16ʡC,Partly sunny,Algeria,2021-04-24 04:20:38,120562,3190,84038.0,33334.0,274.93530769610203,2.6459415072742654
113,04-24-2021,16ʡC,Partly sunny,Algeria,2021-04-25 04:20:32,120736,3198,84167.0,33371.0,275.3321055556193,2.648754306917572
114,04-25-2021,26ʡC,Partly sunny,Algeria,2021-04-26 04:21:04,120922,3207,84299.0,33416.0,275.75626878475845,2.65212285605597
115,04-26-2021,22ʡC,Scattered clouds,Algeria,2021-04-27 04:20:52,121112,3217,84440.0,33455.0,276.1895538037716,2.6562190369245
116,04-27-2021,21ʡC,Partly sunny,Algeria,2021-04-28 04:20:32,121344,3225,84598.0,33521.0,276.71861761646124,2.6577333860759493
117,04-28-2021,24ʡC,Scattered clouds,Algeria,2021-04-29 04:20:55,121580,3234,84745.0,33601.0,277.2568032190249,2.6599769698963645
118,04-29-2021,24ʡC,Passing clouds,Algeria,2021-04-30 04:21:03,121866,3244,84940.0,33682.0,277.9090111950131,2.661940163786454
119,04-30-2021,21ʡC,Partly sunny,Algeria,2021-05-01 04:20:47,122108,3253,85108.0,33747.0,278.46087948238767,2.6640351164542864
120,05-01-2021,18ʡC,Partly sunny,Algeria,2021-05-02 04:20:48,122311,3261,85249.0,33801.0,278.9238103184912,2.666154311550065
121,05-02-2021,19ʡC,Overcast,Algeria,2021-05-03 04:20:39,122522,3270,85398.0,33854.0,279.4049847343426,2.668908440933057
122,05-03-2021,18ʡC,Overcast,Algeria,2021-05-04 04:20:34,122717,3280,85534.0,33903.0,279.84967199069814,2.672816317217664
123,05-04-2021,18ʡC,Partly sunny,Algeria,2021-05-05 04:20:43,122999,3289,85693.0,34017.0,280.49275817681234,2.674005479719347
124,05-05-2021,18ʡC,Overcast,Algeria,2021-05-06 04:20:38,123272,3299,85869.0,34104.0,281.1153203357101,2.676195729768317
125,05-06-2021,18ʡC,Overcast,Algeria,2021-05-07 04:20:40,123473,3307,86007.0,34159.0,281.5736902768767,2.678318336802378
126,05-07-2021,21ʡC,Sunny,Algeria,2021-05-08 04:21:04,123692,3315,86149.0,34228.0,282.073108272476,2.680043980208906
127,05-08-2021,23ʡC,Sunny,Algeria,2021-05-09 04:20:35,123900,3321,86280.0,34299.0,282.54744134592187,2.6803874092009687
128,05-09-2021,24ʡC,Partly sunny,Algeria,2021-05-10 04:20:38,124104,3328,86420.0,34356.0,283.01265262949386,2.681621865532134
129,05-10-2021,22ʡC,Partly sunny,Algeria,2021-05-11 04:20:41,124288,3335,86554.0,34399.0,283.4322549636961,2.683283985581874
130,05-11-2021,21ʡC,Passing clouds,Algeria,2021-05-12 04:21:29,124483,3343,86703.0,34437.0,283.8769422200517,2.6855072580191672
131,05-12-2021,18ʡC,Sunny,Algeria,2021-05-13 04:20:51,124682,3350,86857.0,34475.0,284.3307512662812,2.6868353090261627
132,05-13-2021,22ʡC,Sunny,Algeria,2021-05-14 04:20:41,124889,3355,87003.0,34531.0,284.8028038922586,2.686385510333176
133,05-14-2021,23ʡC,Passing clouds,Algeria,2021-05-15 04:20:58,125059,3360,87137.0,34562.0,285.190479961902,2.686731862560871
134,05-15-2021,20ʡC,Scattered clouds,Algeria,2021-05-16 04:20:49,125194,3366,87251.0,34577.0,285.49834037014807,2.6886272505072126
135,05-16-2021,23ʡC,Sunny,Algeria,2021-05-17 04:20:34,125311,3374,87359.0,34578.0,285.76515272396136,2.6925010573692654
136,05-17-2021,23ʡC,Scattered clouds,Algeria,2021-05-18 04:20:33,125485,3381,87476.0,34628.0,286.1619505834787,2.6943459377614856
137,05-18-2021,19ʡC,Scattered clouds,Algeria,2021-05-19 04:20:42,125693,3388,87609.0,34696.0,286.6362836569246,2.695456389775087
138,05-19-2021,20ʡC,Partly sunny,Algeria,2021-05-20 04:21:05,125896,3395,87746.0,34755.0,287.0992144930281,2.6966702675223995
139,05-20-2021,19ʡC,Scattered clouds,Algeria,2021-05-21 04:20:43,126156,3401,87902.0,34853.0,287.69213083483555,2.695868607121342
140,05-21-2021,20ʡC,Scattered clouds,Algeria,2021-05-22 04:20:45,126434,3405,88066.0,34963.0,288.32609523107584,2.693104702848917
141,05-22-2021,22ʡC,Sunny,Algeria,2021-05-23 04:20:51,126651,3411,88208.0,35032.0,288.8209523317382,2.69322784660208
142,05-23-2021,20ʡC,Partly sunny,Algeria,2021-05-24 04:20:53,126860,3418,88346.0,35096.0,289.2975658526525,2.694308686741289
143,05-24-2021,20ʡC,Scattered clouds,Algeria,2021-05-25 04:21:08,127107,3426,88497.0,35184.0,289.8608363773696,2.6953668956076378
144,05-25-2021,19ʡC,Passing clouds,Algeria,2021-05-26 04:20:35,127361,3433,88672.0,35256.0,290.4400700343661,2.695487629651149
145,05-26-2021,19ʡC,Overcast,Algeria,2021-05-27 04:20:59,127646,3440,88861.0,35345.0,291.0899975628858,2.6949532300267927
146,05-27-2021,19ʡC,Overcast,Algeria,2021-05-28 04:20:36,127926,3448,89040.0,35438.0,291.728522854063,2.695308225067617
147,05-28-2021,21ʡC,Overcast,Algeria,2021-05-29 04:20:41,128198,3455,89232.0,35511.0,292.34880456549234,2.6950498447713693
148,05-29-2021,19ʡC,Partly sunny,Algeria,2021-05-30 04:20:55,128456,3460,89419.0,35577.0,292.9371600123628,2.693529301862116
149,05-30-2021,19ʡC,Partly sunny,Algeria,2021-05-31 03:08:59,128725,3465,89625.0,35635.0,293.55060038138663,2.691784812584968
150,05-31-2021,23ʡC,Partly sunny,Algeria,2021-06-01 04:23:09,128913,3472,89839.0,35602.0,293.97932450546267,2.69328927261021
151,06-01-2021,23ʡC,Overcast,Algeria,2021-06-02 04:24:34,129218,3480,90057.0,35681.0,294.67486098335223,2.6931232490829453
152,06-02-2021,22ʡC,Passing clouds,Algeria,2021-06-03 04:23:32,129640,3490,90281.0,35869.0,295.63720981505503,2.692070348657821
153,06-03-2021,22ʡC,Overcast,Algeria,2021-06-04 04:23:37,129976,3497,90517.0,35962.0,296.4034401644677,2.690496707084385
154,06-04-2021,23ʡC,Overcast,Algeria,2021-06-05 04:23:03,130361,3504,90767.0,36090.0,297.2814124398364,2.687920467010839
155,06-05-2021,21ʡC,Thunderstorms Overcast,Algeria,2021-06-06 04:24:03,130681,3510,90995.0,36176.0,298.0111556297532,2.685929859734774
156,06-06-2021,22ʡC,Overcast,Algeria,2021-06-07 04:22:51,130958,3518,91198.0,36242.0,298.64283957852496,2.6863574581163427
157,06-07-2021,22ʡC,Passing clouds,Algeria,2021-06-08 04:22:35,131283,3527,91413.0,36343.0,299.38398500578427,2.6865626166373406
158,06-08-2021,22ʡC,Scattered clouds,Algeria,2021-06-09 04:23:31,131647,3537,91651.0,36459.0,300.2140678843146,2.686730423025211
159,06-09-2021,23ʡC,Sunny,Algeria,2021-06-10 04:23:17,132034,3544,91894.0,36596.0,301.09660105462035,2.6841571110471545
160,06-10-2021,24ʡC,Scattered clouds,Algeria,2021-06-11 04:23:20,132355,3552,92132.0,36671.0,301.82862469200563,2.6836915870197573
161,06-11-2021,24ʡC,Passing clouds,Algeria,2021-06-12 04:22:22,132727,3560,92384.0,36783.0,302.6769511502839,2.682197292186217
162,06-12-2021,23ʡC,Passing clouds,Algeria,2021-06-13 04:22:44,133070,3565,92620.0,36885.0,303.459144631976,2.679041106184715
163,06-13-2021,22ʡC,Partly sunny,Algeria,2021-06-14 04:22:46,133388,3571,92852.0,36965.0,304.1843269269558,2.677152367529313
164,06-14-2021,23ʡC,Partly sunny,Algeria,2021-06-15 04:22:22,133742,3579,93094.0,37069.0,304.9916053308013,2.6760479131462067
165,06-15-2021,25ʡC,Scattered clouds,Algeria,2021-06-16 04:22:32,134115,3588,93355.0,37172.0,305.8422122365482,2.6753159601834247
166,06-16-2021,24ʡC,Scattered clouds,Algeria,2021-06-17 04:22:36,134458,3598,93586.0,37274.0,306.62440571824027,2.675928542741972
167,06-17-2021,24ʡC,Overcast,Algeria,2021-06-18 04:22:16,134840,3605,93831.0,37404.0,307.4955366512035,2.673539009196084
168,06-18-2021,24ʡC,Scattered clouds,Algeria,2021-06-19 04:22:33,135219,3615,94093.0,37511.0,308.35982624176125,2.67344086260067
169,06-19-2021,24ʡC,Scattered clouds,Algeria,2021-06-20 04:21:48,135586,3624,94336.0,37626.0,309.19675046269714,2.672842328854012
170,06-20-2021,24ʡC,Overcast,Algeria,2021-06-21 04:21:41,135821,3631,94571.0,37619.0,309.73265561779226,2.6733715699339573
171,06-21-2021,23ʡC,Passing clouds,Algeria,2021-06-22 04:21:34,136294,3641,94822.0,37831.0,310.81130727038806,2.671430877368042
172,06-22-2021,23ʡC,Sunny,Algeria,2021-06-23 04:21:46,136679,3650,95084.0,37945.0,311.68927954575673,2.670490711813812
173,06-23-2021,24ʡC,Scattered clouds,Algeria,2021-06-24 04:21:55,137049,3660,95331.0,38058.0,312.5330451090981,2.6705776765974214
174,06-24-2021,23ʡC,Scattered clouds,Algeria,2021-06-25 04:21:33,137403,3669,95599.0,38135.0,313.3403235129436,2.6702473745114736
175,06-25-2021,23ʡC,Overcast,Algeria,2021-06-26 04:21:43,137772,3678,95878.0,38216.0,314.18180862881644,2.669628081177598
176,06-26-2021,23ʡC,Overcast,Algeria,2021-06-27 04:21:39,138113,3685,96108.0,38320.0,314.9594412155716,2.668105102343733
177,06-27-2021,24ʡC,Scattered clouds,Algeria,2021-06-28 04:21:29,138465,3693,96335.0,38437.0,315.76215872448006,2.6670999891669376
178,06-28-2021,24ʡC,Partly sunny,Algeria,2021-06-29 04:21:28,138840,3699,96572.0,38569.0,316.6173265251638,2.664217804667243
179,06-29-2021,24ʡC,Passing clouds,Algeria,2021-06-30 04:21:41,139229,3708,96815.0,38706.0,317.5044205904065,2.6632382621436625
180,06-30-2021,24ʡC,Scattered clouds,Algeria,2021-07-01 04:21:19,139626,3716,97089.0,38821.0,318.409758235397,2.661395442109636
181,07-01-2021,24ʡC,Passing clouds,Algeria,2021-07-02 04:21:47,140075,3726,97380.0,38969.0,319.43367914874915,2.6600035695163307
182,07-02-2021,25ʡC,Scattered clouds,Algeria,2021-07-03 04:21:37,140550,3735,97701.0,39114.0,320.5168916962819,2.657417289220918
183,07-03-2021,22ʡC,Fog,Algeria,2021-07-04 04:21:38,141007,3745,98031.0,39231.0,321.5590561893818,2.6558965157758125
184,07-04-2021,34ʡC,Sunny,Algeria,2021-07-05 04:21:28,141471,3755,98387.0,39329.0,322.61718381476123,2.6542542287818707
185,07-05-2021,26ʡC,Sunny,Algeria,2021-07-06 04:21:32,141966,3765,98748.0,39453.0,323.7460053116638,2.6520434470225265
186,07-06-2021,30ʡC,Passing clouds,Algeria,2021-07-07 04:21:20,142447,3775,99101.0,39571.0,324.8429005440076,2.650108461392658
187,07-07-2021,30ʡC,Passing clouds,Algeria,2021-07-08 04:21:26,143032,3786,99510.0,39736.0,326.1769623130743,2.646960120812126
188,07-08-2021,26ʡC,Scattered clouds,Algeria,2021-07-09 04:21:21,143652,3798,99931.0,39923.0,327.59083974353814,2.64388939938184
189,07-09-2021,25ʡC,Partly sunny,Algeria,2021-07-10 04:21:25,144483,3811,100383.0,40289.0,329.48589158985334,2.637680557574248
190,07-10-2021,25ʡC,Passing clouds,Algeria,2021-07-11 04:21:43,145296,3824,100911.0,40561.0,331.3398953817358,2.6318687369232463
191,07-11-2021,24ʡC,Sunny,Algeria,2021-07-12 04:21:34,146064,3836,101430.0,40798.0,333.09127903753625,2.626246029137912
192,07-12-2021,28ʡC,Overcast,Algeria,2021-07-13 04:21:18,146942,3851,102010.0,41081.0,335.0935119148705,2.6207619332797973
193,07-13-2021,24ʡC,Overcast,Algeria,2021-07-14 04:21:35,147883,3867,102594.0,41422.0,337.23941298271967,2.614905026270768
194,07-14-2021,23ʡC,Scattered clouds,Algeria,2021-07-15 04:21:48,148797,3882,103192.0,41723.0,339.32374196891965,2.608923567007399
