,date,temp,weather,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
195,07-15-2021,24ʡC,Scattered clouds,Algeria,2021-07-16 04:21:22,149906,3895,103809.0,42202.0,341.8527582114752,2.5982949314904005
196,07-16-2021,24ʡC,Scattered clouds,Algeria,2021-07-17 04:22:22,151103,3910,104397.0,42796.0,344.5824538312578,2.5876388953230576
197,07-17-2021,24ʡC,Sunny,Algeria,2021-07-18 04:22:07,152210,3922,104992.0,43296.0,347.1069091788763,2.576703238946193
198,07-18-2021,26ʡC,Sunny,Algeria,2021-07-19 04:21:24,153309,3938,105604.0,43767.0,349.6131209467469,2.56866850608901
199,07-19-2021,24ʡC,Sunny,Algeria,2021-07-20 04:21:48,154486,3956,106337.0,44193.0,352.29720761715976,2.560749841409577
200,07-20-2021,24ʡC,Sunny,Algeria,2021-07-21 04:21:40,155784,3979,107041.0,44764.0,355.2572284312598,2.5541775792122428
201,07-21-2021,25ʡC,Sunny,Algeria,2021-07-22 04:21:19,157005,3994,107776.0,45235.0,358.0416547902863,2.543868029680584
202,07-22-2021,27ʡC,Sunny,Algeria,2021-07-23 04:21:29,158213,4008,108537.0,45668.0,360.7964353322223,2.533293724283087
203,07-23-2021,25ʡC,Sunny,Algeria,2021-07-24 00:21:36,159563,4026,109349.0,46188.0,363.875039414684,2.5231413297568985
204,07-24-2021,34ʡC,Sunny,Algeria,2021-07-25 04:22:12,160868,4042,109951.0,46875.0,366.85102336106354,2.512619041698784
205,07-25-2021,29ʡC,Partly sunny,Algeria,2021-07-26 04:21:28,162155,4063,110577.0,47515.0,369.78595925301016,2.5056273318738245
206,07-26-2021,27ʡC,Thundershowers Overcast,Algeria,2021-07-27 04:21:18,163660,4087,111322.0,48251.0,373.2180326930878,2.497250397164854
207,07-27-2021,25ʡC,Scattered clouds,Algeria,2021-07-28 04:21:39,165204,4112,112050.0,49042.0,376.7390435844365,2.48904384881722
208,07-28-2021,27ʡC,Scattered clouds,Algeria,2021-07-29 04:21:33,167131,4161,112900.0,50070.0,381.1334658562169,2.4896637966624984
209,07-29-2021,27ʡC,Partly sunny,Algeria,2021-07-30 04:21:34,168668,4189,113707.0,50772.0,384.6385136152862,2.4835772049232814
210,07-30-2021,26ʡC,Partly sunny,Algeria,2021-07-31 04:21:35,170189,4219,114531.0,51439.0,388.1070742148596,2.4790086315801845
211,07-31-2021,30ʡC,Scattered clouds,Algeria,2021-08-01 04:21:50,171392,4254,115276.0,51862.0,390.8504525194532,2.482029499626587
212,08-03-2021,25ʡC,Passing clouds,Algeria,2021-08-04 04:21:25,175229,4370,117557.0,53302.0,399.6005294560496,2.493879437764297
213,08-04-2021,25ʡC,Passing clouds,Algeria,2021-08-05 04:21:51,176724,4404,118409.0,53911.0,403.0097984214423,2.492021457187479
214,08-05-2021,26ʡC,Sunny,Algeria,2021-08-06 04:21:18,178013,4441,,,405.9492952083261,2.4947616185334778
215,08-06-2021,25ʡC,Sunny,Algeria,2021-08-07 04:21:30,179216,4487,,,408.6926735129196,2.5036827069011696
216,08-07-2021,27ʡC,Sunny,Algeria,2021-08-08 04:21:33,180356,4520,,,411.2923836269984,2.506154494444321
217,08-01-2021,,,Algeria,2021-08-02 04:21:36,172564,4291,116009.0,52264.0,393.5231369525235,2.486613662177511
218,08-02-2021,,,Algeria,2021-08-03 04:21:39,173922,4329,116770.0,52823.0,396.61998461473314,2.4890468140890745
219,08-08-2021,,,Algeria,2021-08-09 04:21:24,181376,4550,,,413.61844004485823,2.5086009174311927
